job_key,snapshot_date,country_code,country,primary_role_family,has_salary,workplace_type
es-5708767888,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5713960479,2026-09-03,es,Spain,Data Analyst,False,Remote
es-5714273777,2026-09-03,es,Spain,Data Analyst,False,Remote
es-5716298368,2026-09-03,es,Spain,BI Analyst,False,Not specified
es-5716635479,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5717352370,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5718777969,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5724647242,2026-09-03,es,Spain,Data Analyst,False,Hybrid
es-5724649232,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5727385101,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5727390046,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5727681262,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5727802231,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5728541860,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5728543636,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5729388183,2026-09-03,es,Spain,Data Analyst,False,Remote
es-5729388186,2026-09-03,es,Spain,Business Analyst,False,Remote
es-5729465317,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5733359643,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5733359703,2026-09-03,es,Spain,Business Analyst,False,Hybrid
es-5737877254,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5741905961,2026-09-03,es,Spain,Data Analyst,True,Not specified
es-5742532966,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5743996351,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5744286052,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5745004276,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5748434539,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5749558087,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5749589355,2026-09-03,es,Spain,BI Analyst,False,Not specified
es-5751211477,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5751245740,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5751248341,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5752846256,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5752881648,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5752881656,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5752881669,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5753696198,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5755773151,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5755773975,2026-09-03,es,Spain,BI Analyst,False,Not specified
es-5756959457,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5756959460,2026-09-03,es,Spain,Business Analyst,False,Hybrid
es-5757176860,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5757435367,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5757544454,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5758393861,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5759182288,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5759700087,2026-09-03,es,Spain,Business Analyst,False,Remote
es-5761078609,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5761078622,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5761853071,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5761856465,2026-09-03,es,Spain,BI Analyst,False,Not specified
es-5763015185,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5763016291,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5764608267,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5768404746,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5769095161,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5769095240,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5769205031,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5769875538,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5770246172,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5772801320,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5772822358,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5772841708,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5773204123,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5775499094,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5775801242,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5775849278,2026-09-03,es,Spain,Business Analyst,True,Not specified
es-5775903592,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5776910376,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5777371432,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5777371435,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5777371447,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5777582600,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5778317579,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5779525202,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5779525298,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5779542422,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5781090243,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5781890023,2026-09-03,es,Spain,BI Analyst,False,Not specified
es-5782656178,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5784531003,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5785454418,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5787322539,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5788549885,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5788550130,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5788551290,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5789442565,2026-09-03,es,Spain,Business Analyst,False,Remote
es-5790240184,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5790240230,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5790664903,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5790664925,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5792261645,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5793156552,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5793794799,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5794830031,2026-09-03,es,Spain,BI Analyst,False,Not specified
es-5795133088,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5795188847,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5795188848,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5795188858,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5795188874,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5796275001,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5796276181,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5798345034,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5798605394,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5801923689,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5801930193,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5802304797,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5802390840,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5802409104,2026-09-03,es,Spain,Data Analyst,True,Not specified
es-5804096726,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5804102715,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5804499903,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5804499904,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5804499906,2026-09-03,es,Spain,Data Analyst,False,On-site
es-5804499911,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5804499912,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5804499919,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5804499920,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5804499921,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5805218141,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5805256753,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5805466910,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5805845515,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5805845815,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5805910251,2026-09-03,es,Spain,Data Analyst,True,Not specified
es-5806611926,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5806932448,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5807567705,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5807567789,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5807568221,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5807568381,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5808917016,2026-09-03,es,Spain,Data Analyst,False,Hybrid
es-5809366771,2026-09-03,es,Spain,Business Analyst,True,Not specified
es-5811212058,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5811218534,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5811519298,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5811519595,2026-09-03,es,Spain,Data Analyst,False,Not specified
es-5811523003,2026-09-03,es,Spain,Data Analyst,True,Not specified
es-5811523768,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5811672920,2026-09-03,es,Spain,Business Analyst,False,Hybrid
es-5812739545,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5812975128,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5813471620,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5813471622,2026-09-03,es,Spain,Business Analyst,False,Not specified
es-5814598851,2026-09-03,es,Spain,Data Analyst,True,Hybrid
es-5814612643,2026-09-03,es,Spain,Data Analyst,False,Not specified
